ツモ,対応地形数,使用ミノ,未使用ミノ,テト譜
SJTOILZ,2,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8JeWQYaAFLDmClc?JSAVDEHBEooRBKoAVBJHstC0XBAAvhFZkBToB6sBfsBNqBU?rB;v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je3HYaAFLDmClc?JSAVDEHBEooRBToAVBMuKxCqXBAAvhFCrBZkBzhBNlBGoBU?rB
SJIOTLZ,2,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8JeWQYaAFLDmClc?JSAVDEHBEooRBKoAVBJHstC0XBAAvhFZkBToB6sBfsBNqBU?rB;v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je3HYaAFLDmClc?JSAVDEHBEooRBToAVBMuKxCqXBAAvhFCrBZkBzhBNlBGoBU?rB
JOILSZT,0,,,
ZSJOLIT,0,,,
IOLJZTS,0,,,
ZOSITJL,1,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je3LYaAFLDmClc?JSAVDEHBEooRBToAVBUuKWC6/AAAvhFtqBZkBToB6sB0mBO?qB
JIOLSZT,0,,,
ZSJLOIT,0,,,
SJOITLZ,2,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8JeWQYaAFLDmClc?JSAVDEHBEooRBKoAVBJHstC0XBAAvhFZkBToB6sBfsBNqBU?rB;v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je3HYaAFLDmClc?JSAVDEHBEooRBToAVBMuKxCqXBAAvhFCrBZkBzhBNlBGoBU?rB
SJTIOLZ,2,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8JeWQYaAFLDmClc?JSAVDEHBEooRBKoAVBJHstC0XBAAvhFZkBToB6sBfsBNqBU?rB;v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je3HYaAFLDmClc?JSAVDEHBEooRBToAVBMuKxCqXBAAvhFCrBZkBzhBNlBGoBU?rB
ZSOITJL,1,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je3LYaAFLDmClc?JSAVDEHBEooRBToAVBUuKWC6/AAAvhFtqBZkBToB6sB0mBO?qB
ZSJLIOT,0,,,
JILOSZT,0,,,
SOJITLZ,2,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8JeWQYaAFLDmClc?JSAVDEHBEooRBKoAVBJHstC0XBAAvhFZkBToB6sBfsBNqBU?rB;v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je3HYaAFLDmClc?JSAVDEHBEooRBToAVBMuKxCqXBAAvhFCrBZkBzhBNlBGoBU?rB
ZSJLITO,0,,,
JILSOZT,0,,,
ZSIOTJL,1,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je3LYaAFLDmClc?JSAVDEHBEooRBToAVBUuKWC6/AAAvhFtqBZkBToB6sB0mBO?qB
OSJITLZ,1,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8JeWQYaAFLDmClc?JSAVDEHBEooRBKoAVBJHstC0XBAAvhFZkBToB6sBfsBNqBU?rB
JILSZOT,0,,,
ZSLJITO,0,,,
OTZLJSI,0,,,
OSJITZL,0,,,
JILSZTO,0,,,
ZSLJIOT,0,,,
ZSITOJL,1,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je3LYaAFLDmClc?JSAVDEHBEooRBToAVBUuKWC6/AAAvhFtqBZkBToB6sB0mBO?qB
JILZSTO,0,,,
ZSLJOIT,0,,,
SOJITZL,0,,,
ZSITJOL,1,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je3LYaAFLDmClc?JSAVDEHBEooRBToAVBUuKWC6/AAAvhFtqBZkBToB6sB0mBO?qB
SJOITZL,0,,,
ZSLOJIT,0,,,
JILZSOT,0,,,
SJTILOZ,2,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8JeWQYaAFLDmClc?JSAVDEHBEooRBKoAVBJHstC0XBAAvhFZkBToB6sBfsBNqBU?rB;v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je3HYaAFLDmClc?JSAVDEHBEooRBToAVBMuKxCqXBAAvhFCrBZkBzhBNlBGoBU?rB
SJIOTZL,0,,,
JILZOST,0,,,
ZSITJLO,1,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je3LYaAFLDmClc?JSAVDEHBEooRBToAVBUuKWC6/AAAvhFtqBZkBToB6sB0mBO?qB
ZSOLJIT,0,,,
SJITOZL,0,,,
JILOZST,0,,,
ZOSLJIT,0,,,
SJITZOL,0,,,
JIOLZST,0,,,
JOILZST,0,,,
SJITZLO,0,,,
OZSLJIT,0,,,
OJILZST,0,,,
SJIZTLO,0,,,
ZSITLJO,1,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je3LYaAFLDmClc?JSAVDEHBEooRBToAVBUuKWC6/AAAvhFtqBZkBToB6sB0mBO?qB
SJTILZO,0,,,
SJIZTOL,0,,,
JSTILZO,0,,,
OJIZLST,0,,,
ZSITLOJ,1,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je3LYaAFLDmClc?JSAVDEHBEooRBToAVBUuKWC6/AAAvhFtqBZkBToB6sB0mBO?qB
SJIZOTL,0,,,
JOIZLST,0,,,
JSTILOZ,2,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8JeWQYaAFLDmClc?JSAVDEHBEooRBKoAVBJHstC0XBAAvhFZkBToB6sBfsBNqBU?rB;v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je3HYaAFLDmClc?JSAVDEHBEooRBToAVBMuKxCqXBAAvhFCrBZkBzhBNlBGoBU?rB
SJIOZTL,0,,,
JIOZLST,0,,,
ZSITOLJ,1,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je3LYaAFLDmClc?JSAVDEHBEooRBToAVBUuKWC6/AAAvhFtqBZkBToB6sB0mBO?qB
OSZLJIT,0,,,
JSTIOLZ,2,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8JeWQYaAFLDmClc?JSAVDEHBEooRBKoAVBJHstC0XBAAvhFZkBToB6sBfsBNqBU?rB;v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je3HYaAFLDmClc?JSAVDEHBEooRBToAVBMuKxCqXBAAvhFCrBZkBzhBNlBGoBU?rB
SJOIZTL,0,,,
JIZOLST,0,,,
SOZLJIT,0,,,
ZSIOTLJ,1,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je3LYaAFLDmClc?JSAVDEHBEooRBToAVBUuKWC6/AAAvhFtqBZkBToB6sB0mBO?qB
SOJIZTL,0,,,
JIZLOST,0,,,
JSTOILZ,2,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8JeWQYaAFLDmClc?JSAVDEHBEooRBKoAVBJHstC0XBAAvhFZkBToB6sBfsBNqBU?rB;v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je3HYaAFLDmClc?JSAVDEHBEooRBToAVBMuKxCqXBAAvhFCrBZkBzhBNlBGoBU?rB
SZOLJIT,0,,,
OSJIZTL,0,,,
ZSOITLJ,1,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je3LYaAFLDmClc?JSAVDEHBEooRBToAVBUuKWC6/AAAvhFtqBZkBToB6sB0mBO?qB
JIZLSOT,0,,,
SZLOJIT,0,,,
JSOTILZ,2,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8JeWQYaAFLDmClc?JSAVDEHBEooRBKoAVBJHstC0XBAAvhFZkBToB6sBfsBNqBU?rB;v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je3HYaAFLDmClc?JSAVDEHBEooRBToAVBMuKxCqXBAAvhFCrBZkBzhBNlBGoBU?rB
OSJZITL,0,,,
JIZLSTO,0,,,
JZILSTO,0,,,
SOJZITL,0,,,
ILOJZTS,0,,,
ZOSITLJ,1,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je3LYaAFLDmClc?JSAVDEHBEooRBToAVBUuKWC6/AAAvhFtqBZkBToB6sB0mBO?qB
JOSTILZ,1,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8JeWQYaAFLDmClc?JSAVDEHBEooRBKoAVBJHstC0XBAAvhFZkBToB6sBfsBNqBU?rB
SZLJOIT,0,,,
SJOZITL,0,,,
JZILSOT,0,,,
ILJOZTS,0,,,
OZSITLJ,1,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je3LYaAFLDmClc?JSAVDEHBEooRBToAVBUuKWC6/AAAvhFtqBZkBToB6sB0mBO?qB
SJZOITL,0,,,
JZILOST,0,,,
ILJZOTS,0,,,
SZLJIOT,0,,,
SJZIOTL,0,,,
JZIOLST,0,,,
ILJZTOS,0,,,
OSZITLJ,1,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je3LYaAFLDmClc?JSAVDEHBEooRBToAVBUuKWC6/AAAvhFtqBZkBToB6sB0mBO?qB
SZLJITO,0,,,
OJSTILZ,1,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8JeWQYaAFLDmClc?JSAVDEHBEooRBKoAVBJHstC0XBAAvhFZkBToB6sBfsBNqBU?rB
SJZITOL,0,,,
JZOILST,0,,,
SLZJITO,0,,,
SOZITLJ,1,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je3LYaAFLDmClc?JSAVDEHBEooRBToAVBUuKWC6/AAAvhFtqBZkBToB6sB0mBO?qB
OJSTIZL,0,,,
SJZITLO,0,,,
JOZILST,0,,,
SLZJIOT,0,,,
JOSTIZL,0,,,
SZJITLO,0,,,
OJZILST,0,,,
SZOITLJ,1,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je3LYaAFLDmClc?JSAVDEHBEooRBToAVBUuKWC6/AAAvhFtqBZkBToB6sB0mBO?qB
SLZJOIT,0,,,
JSOTIZL,0,,,
SZJITOL,0,,,
OZJILST,0,,,
SZIOTLJ,1,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je3LYaAFLDmClc?JSAVDEHBEooRBToAVBUuKWC6/AAAvhFtqBZkBToB6sB0mBO?qB
SLZOJIT,0,,,
JSTOIZL,0,,,
SZJIOTL,0,,,
ZOJILST,0,,,
SLOZJIT,0,,,
JSTIOZL,0,,,
SZITOLJ,1,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je3LYaAFLDmClc?JSAVDEHBEooRBToAVBUuKWC6/AAAvhFtqBZkBToB6sB0mBO?qB
SZJOITL,0,,,
ZJOILST,0,,,
ILJZTSO,0,,,
SOLZJIT,0,,,
JSTIZOL,0,,,
SZOJITL,0,,,
ZJIOLST,0,,,
SZITLOJ,1,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je3LYaAFLDmClc?JSAVDEHBEooRBToAVBUuKWC6/AAAvhFtqBZkBToB6sB0mBO?qB
OSLZJIT,0,,,
JSTIZLO,0,,,
SOZJITL,0,,,
ZJILOST,0,,,
JSTZILO,0,,,
OSLJZIT,0,,,
OSZJITL,0,,,
ZJILSOT,0,,,
SOLJZIT,0,,,
OZSJITL,0,,,
ZJILSTO,0,,,
SLOJZIT,0,,,
ZJILTSO,0,,,
ZOSJITL,0,,,
SLJOZIT,0,,,
ZSOJITL,0,,,
ZJILTOS,0,,,
SLJZOIT,0,,,
ZJILOTS,0,,,
ZSJOITL,0,,,
SLJZIOT,0,,,
ZJIOLTS,0,,,
ZSJIOTL,0,,,
SLJZITO,0,,,
ZSJITOL,0,,,
ZJOILTS,0,,,
JSTZIOL,0,,,
SLJIZTO,0,,,
ZOJILTS,0,,,
SZITLJO,1,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je3LYaAFLDmClc?JSAVDEHBEooRBToAVBUuKWC6/AAAvhFtqBZkBToB6sB0mBO?qB
SLJIZOT,0,,,
ZSJITLO,0,,,
JSTZOIL,0,,,
OZJILTS,0,,,
SLJIOZT,0,,,
ZSIJTLO,0,,,
SIZTLJO,1,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je3LYaAFLDmClc?JSAVDEHBEooRBToAVBUuKWC6/AAAvhFtqBZkBToB6sB0mBO?qB
SLJOIZT,0,,,
ZSIJTOL,0,,,
JSTOZIL,0,,,
OJZILTS,0,,,
SLOJIZT,0,,,
ZSIJOTL,0,,,
SIZTLOJ,1,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je3LYaAFLDmClc?JSAVDEHBEooRBToAVBUuKWC6/AAAvhFtqBZkBToB6sB0mBO?qB
JOZILTS,0,,,
SOLJIZT,0,,,
ZSIOJTL,0,,,
JZOILTS,0,,,
OSLJIZT,0,,,
ZSOIJTL,0,,,
JZIOLTS,0,,,
JSOTZIL,0,,,
ILJTZSO,0,,,
ZOSIJTL,0,,,
OSLJITZ,1,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8JeWQYaAFLDmClc?JSAVDEHBEooRBKoAVBJHstC0XBAAvhFZkBToB6sBfsBNqBU?rB
JZILOTS,0,,,
OZSIJTL,0,,,
OSZIJTL,0,,,
JZILTOS,0,,,
SOLJITZ,2,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8JeWQYaAFLDmClc?JSAVDEHBEooRBKoAVBJHstC0XBAAvhFZkBToB6sBfsBNqBU?rB;v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je3HYaAFLDmClc?JSAVDEHBEooRBToAVBMuKxCqXBAAvhFCrBZkBzhBNlBGoBU?rB
ILJTZOS,1,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je0KYaAFLDmClc?JSAVDEHBEooRBaoAVBU+LgCKNBAAvhF9rBZkBStBTlBmmB3?sB
SOZIJTL,0,,,
JZILTSO,0,,,
SLOJITZ,2,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8JeWQYaAFLDmClc?JSAVDEHBEooRBKoAVBJHstC0XBAAvhFZkBToB6sBfsBNqBU?rB;v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je3HYaAFLDmClc?JSAVDEHBEooRBToAVBMuKxCqXBAAvhFCrBZkBzhBNlBGoBU?rB
JOSTZIL,0,,,
SZOIJTL,0,,,
JIZLTSO,0,,,
ILJTOZS,0,,,
OJSTZIL,0,,,
SZIOJTL,0,,,
JIZLTOS,0,,,
TOZLJSI,0,,,
SIZTOLJ,1,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je3LYaAFLDmClc?JSAVDEHBEooRBToAVBUuKWC6/AAAvhFtqBZkBToB6sB0mBO?qB
SLJOITZ,2,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8JeWQYaAFLDmClc?JSAVDEHBEooRBKoAVBJHstC0XBAAvhFZkBToB6sBfsBNqBU?rB;v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je3HYaAFLDmClc?JSAVDEHBEooRBToAVBMuKxCqXBAAvhFCrBZkBzhBNlBGoBU?rB
ILJOTZS,0,,,
SZIJOTL,0,,,
JIZLOTS,0,,,
OJSZTIL,0,,,
ILOJTZS,0,,,
SIZOTLJ,1,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je3LYaAFLDmClc?JSAVDEHBEooRBToAVBUuKWC6/AAAvhFtqBZkBToB6sB0mBO?qB
SLJIOTZ,2,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8JeWQYaAFLDmClc?JSAVDEHBEooRBKoAVBJHstC0XBAAvhFZkBToB6sBfsBNqBU?rB;v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je3HYaAFLDmClc?JSAVDEHBEooRBToAVBMuKxCqXBAAvhFCrBZkBzhBNlBGoBU?rB
SZIJTOL,0,,,
JIZOLTS,0,,,
JOSZTIL,0,,,
IOLJTZS,0,,,
SIOZTLJ,1,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je3LYaAFLDmClc?JSAVDEHBEooRBToAVBUuKWC6/AAAvhFtqBZkBToB6sB0mBO?qB
SZIJTLO,0,,,
JSOZTIL,0,,,
JIOZLTS,0,,,
OILJTZS,0,,,
SLJITOZ,2,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8JeWQYaAFLDmClc?JSAVDEHBEooRBKoAVBJHstC0XBAAvhFZkBToB6sBfsBNqBU?rB;v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je3HYaAFLDmClc?JSAVDEHBEooRBToAVBMuKxCqXBAAvhFCrBZkBzhBNlBGoBU?rB
SIZJTLO,0,,,
JSZOTIL,0,,,
SOIZTLJ,1,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je3LYaAFLDmClc?JSAVDEHBEooRBToAVBUuKWC6/AAAvhFtqBZkBToB6sB0mBO?qB
JOIZLTS,0,,,
SLJITZO,0,,,
OILJTSZ,1,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8JeWQYaAFLDmClc?JSAVDEHBEooRBKoAVBJHstC0XBAAvhFZkBToB6sBfsBNqBU?rB
SIZJTOL,0,,,
JSZTOIL,0,,,
OJIZLTS,0,,,
LSJITZO,0,,,
OSIZTLJ,1,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je3LYaAFLDmClc?JSAVDEHBEooRBToAVBUuKWC6/AAAvhFtqBZkBToB6sB0mBO?qB
IOLJTSZ,1,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8JeWQYaAFLDmClc?JSAVDEHBEooRBKoAVBJHstC0XBAAvhFZkBToB6sBfsBNqBU?rB
SIZJOTL,0,,,
JSZTIOL,0,,,
OJILZTS,0,,,
SIZOJTL,0,,,
LSJITOZ,2,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8JeWQYaAFLDmClc?JSAVDEHBEooRBKoAVBJHstC0XBAAvhFZkBToB6sBfsBNqBU?rB;v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je3HYaAFLDmClc?JSAVDEHBEooRBToAVBMuKxCqXBAAvhFCrBZkBzhBNlBGoBU?rB
OSITZLJ,1,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je3LYaAFLDmClc?JSAVDEHBEooRBToAVBUuKWC6/AAAvhFtqBZkBToB6sB0mBO?qB
JOILZTS,0,,,
JSZTILO,0,,,
ILOJTSZ,1,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8JeWQYaAFLDmClc?JSAVDEHBEooRBKoAVBJHstC0XBAAvhFZkBToB6sBfsBNqBU?rB
SIOZJTL,0,,,
JIOLZTS,0,,,
JZSTILO,0,,,
SOITZLJ,1,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je3LYaAFLDmClc?JSAVDEHBEooRBToAVBUuKWC6/AAAvhFtqBZkBToB6sB0mBO?qB
LSJIOTZ,2,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8JeWQYaAFLDmClc?JSAVDEHBEooRBKoAVBJHstC0XBAAvhFZkBToB6sBfsBNqBU?rB;v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je3HYaAFLDmClc?JSAVDEHBEooRBToAVBMuKxCqXBAAvhFCrBZkBzhBNlBGoBU?rB
ILJOTSZ,1,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8JeWQYaAFLDmClc?JSAVDEHBEooRBKoAVBJHstC0XBAAvhFZkBToB6sBfsBNqBU?rB
SOIZJTL,0,,,
JILOZTS,0,,,
JZSTIOL,0,,,
SIOTZLJ,1,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je3LYaAFLDmClc?JSAVDEHBEooRBToAVBUuKWC6/AAAvhFtqBZkBToB6sB0mBO?qB
OSIZJTL,0,,,
LSJOITZ,2,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8JeWQYaAFLDmClc?JSAVDEHBEooRBKoAVBJHstC0XBAAvhFZkBToB6sBfsBNqBU?rB;v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je3HYaAFLDmClc?JSAVDEHBEooRBToAVBMuKxCqXBAAvhFCrBZkBzhBNlBGoBU?rB
ILJTOSZ,2,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8JeWQYaAFLDmClc?JSAVDEHBEooRBKoAVBJHstC0XBAAvhFZkBToB6sBfsBNqBU?rB;v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je9LYaAFLDmClc?JSAVDEHBEooRBUoAVBP+TPCzXBAAvhFTlBZkBSoBmhB3nB0?qB
JILZOTS,0,,,
JZSTOIL,0,,,
OSIJZTL,0,,,
SITOZLJ,1,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je3LYaAFLDmClc?JSAVDEHBEooRBToAVBUuKWC6/AAAvhFtqBZkBToB6sB0mBO?qB
JILZTOS,0,,,
JZSOTIL,0,,,
LSOJITZ,2,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8JeWQYaAFLDmClc?JSAVDEHBEooRBKoAVBJHstC0XBAAvhFZkBToB6sBfsBNqBU?rB;v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je3HYaAFLDmClc?JSAVDEHBEooRBToAVBMuKxCqXBAAvhFCrBZkBzhBNlBGoBU?rB
ILJTSOZ,2,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8JeWQYaAFLDmClc?JSAVDEHBEooRBKoAVBJHstC0XBAAvhFZkBToB6sBfsBNqBU?rB;v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je3HYaAFLDmClc?JSAVDEHBEooRBToAVBMuKxCqXBAAvhFCrBZkBzhBNlBGoBU?rB
SOIJZTL,0,,,
JILZTSO,0,,,
JZOSTIL,0,,,
ILJTSZO,0,,,
SITZOLJ,1,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je3LYaAFLDmClc?JSAVDEHBEooRBToAVBUuKWC6/AAAvhFtqBZkBToB6sB0mBO?qB
LOSJITZ,1,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8JeWQYaAFLDmClc?JSAVDEHBEooRBKoAVBJHstC0XBAAvhFZkBToB6sBfsBNqBU?rB
SIOJZTL,0,,,
JILTZSO,0,,,
JOZSTIL,0,,,
IJLTSZO,0,,,
SIJOZTL,0,,,
SITZLOJ,1,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je3LYaAFLDmClc?JSAVDEHBEooRBToAVBUuKWC6/AAAvhFtqBZkBToB6sB0mBO?qB
OJZSTIL,0,,,
OLSJITZ,1,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8JeWQYaAFLDmClc?JSAVDEHBEooRBKoAVBJHstC0XBAAvhFZkBToB6sBfsBNqBU?rB
JILTZOS,1,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je0KYaAFLDmClc?JSAVDEHBEooRBaoAVBU+LgCKNBAAvhF9rBZkBStBTlBmmB3?sB
SIJZOTL,0,,,
IJLTSOZ,2,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8JeWQYaAFLDmClc?JSAVDEHBEooRBKoAVBJHstC0XBAAvhFZkBToB6sBfsBNqBU?rB;v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je3HYaAFLDmClc?JSAVDEHBEooRBToAVBMuKxCqXBAAvhFCrBZkBzhBNlBGoBU?rB
OZJSTIL,0,,,
SITZLJO,1,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je3LYaAFLDmClc?JSAVDEHBEooRBToAVBUuKWC6/AAAvhFtqBZkBToB6sB0mBO?qB
OLSJIZT,0,,,
JILTOZS,0,,,
SIJZTOL,0,,,
ZOJSTIL,0,,,
LOSJIZT,0,,,
SITLZJO,1,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je3LYaAFLDmClc?JSAVDEHBEooRBToAVBUuKWC6/AAAvhFtqBZkBToB6sB0mBO?qB
IJLTOSZ,2,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8JeWQYaAFLDmClc?JSAVDEHBEooRBKoAVBJHstC0XBAAvhFZkBToB6sBfsBNqBU?rB;v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je9LYaAFLDmClc?JSAVDEHBEooRBUoAVBP+TPCzXBAAvhFTlBZkBSoBmhB3nB0?qB
ZJOSTIL,0,,,
SIJZTLO,0,,,
LSOJIZT,0,,,
TZOLJSI,0,,,
OZJITLS,0,,,
SITLZOJ,1,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je3LYaAFLDmClc?JSAVDEHBEooRBToAVBUuKWC6/AAAvhFtqBZkBToB6sB0mBO?qB
ZOJITLS,0,,,
TZLOJSI,0,,,
IJLOTSZ,1,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8JeWQYaAFLDmClc?JSAVDEHBEooRBKoAVBJHstC0XBAAvhFZkBToB6sBfsBNqBU?rB
JILOTZS,0,,,
SITLOZJ,1,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je3LYaAFLDmClc?JSAVDEHBEooRBToAVBUuKWC6/AAAvhFtqBZkBToB6sB0mBO?qB
TZLJOSI,0,,,
ZJSOTIL,0,,,
JIOLTZS,0,,,
IJOLTSZ,1,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8JeWQYaAFLDmClc?JSAVDEHBEooRBKoAVBJHstC0XBAAvhFZkBToB6sBfsBNqBU?rB
SIJTZLO,0,,,
LSJOIZT,0,,,
TZLJSOI,0,,,
ZJSTOIL,0,,,
JOILTZS,0,,,
SIJTZOL,0,,,
IOJLTSZ,1,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8JeWQYaAFLDmClc?JSAVDEHBEooRBKoAVBJHstC0XBAAvhFZkBToB6sBfsBNqBU?rB
LSJIOZT,0,,,
TZLJSIO,0,,,
OJILTZS,0,,,
ZJSTIOL,0,,,
LSJIZOT,0,,,
SIJTOZL,0,,,
TLZJSIO,0,,,
ZJSTILO,0,,,
OIJLTSZ,1,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8JeWQYaAFLDmClc?JSAVDEHBEooRBKoAVBJHstC0XBAAvhFZkBToB6sBfsBNqBU?rB
LSJIZTO,0,,,
TLZJSOI,0,,,
OJILTSZ,1,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8JeWQYaAFLDmClc?JSAVDEHBEooRBKoAVBJHstC0XBAAvhFZkBToB6sBfsBNqBU?rB
OIJLTZS,0,,,
ZJOITLS,0,,,
SIJOTZL,0,,,
LSJZITO,0,,,
TLZJOSI,0,,,
IOJLTZS,0,,,
ZJIOTLS,0,,,
